point_0_x,point_0_y,point_0_z,point_1_x,point_1_y,point_1_z,point_2_x,point_2_y,point_2_z,point_3_x,point_3_y,point_3_z,point_4_x,point_4_y,point_4_z,point_5_x,point_5_y,point_5_z,point_6_x,point_6_y,point_6_z,point_7_x,point_7_y,point_7_z,point_8_x,point_8_y,point_8_z,point_9_x,point_9_y,point_9_z,point_10_x,point_10_y,point_10_z,point_11_x,point_11_y,point_11_z,point_12_x,point_12_y,point_12_z,point_13_x,point_13_y,point_13_z,point_14_x,point_14_y,point_14_z,point_15_x,point_15_y,point_15_z,point_16_x,point_16_y,point_16_z,point_17_x,point_17_y,point_17_z,point_18_x,point_18_y,point_18_z,point_19_x,point_19_y,point_19_z,point_20_x,point_20_y,point_20_z,label
0.2443019151687622,0.3442775011062622,2.8271372798371885e-07,0.2820051312446594,0.30807679891586304,-0.016224198043346405,0.31148451566696167,0.2542763948440552,-0.02255738526582718,0.3358479142189026,0.2104230523109436,-0.02835734747350216,0.3546525537967682,0.18023940920829773,-0.03416725993156433,0.2703395485877991,0.19675710797309875,-0.010459721088409424,0.2773197591304779,0.14423878490924835,-0.019810710102319717,0.28028976917266846,0.11336980760097504,-0.02810521237552166,0.28129053115844727,0.08750170469284058,-0.03437531739473343,0.24061046540737152,0.19560928642749786,-0.011232547461986542,0.23320038616657257,0.1342325508594513,-0.01906486041843891,0.2296268790960312,0.09923683106899261,-0.027061596512794495,0.22475484013557434,0.07258166372776031,-0.033149417489767075,0.2151201367378235,0.2079412341117859,-0.014521357603371143,0.19625023007392883,0.15660922229290009,-0.024343520402908325,0.18445713818073273,0.1257759928703308,-0.03293852135539055,0.17506162822246552,0.10009632259607315,-0.038861192762851715,0.1938534528017044,0.23076677322387695,-0.0194992832839489,0.17122924327850342,0.19407910108566284,-0.029990600422024727,0.15566092729568481,0.17015773057937622,-0.0357978530228138,0.14253413677215576,0.14613455533981323,-0.03939858078956604,0
0.3463696837425232,0.33916547894477844,2.666100442638708e-07,0.38778138160705566,0.3106403350830078,-0.016507459804415703,0.42174285650253296,0.259819895029068,-0.02232477068901062,0.4500060975551605,0.21844696998596191,-0.027510715648531914,0.4722558856010437,0.19041010737419128,-0.03241636976599693,0.3815244734287262,0.18980719149112701,-0.007834441028535366,0.39070820808410645,0.1374073028564453,-0.015174510888755322,0.3945070505142212,0.10597436130046844,-0.022104162722826004,0.39603525400161743,0.08034731447696686,-0.027530621737241745,0.35219117999076843,0.18384496867656708,-0.007810874842107296,0.34646302461624146,0.11970880627632141,-0.013370523229241371,0.3439224064350128,0.08344602584838867,-0.019219599664211273,0.3396778106689453,0.05647209286689758,-0.023762570694088936,0.32687118649482727,0.19186019897460938,-0.01059206947684288,0.3089539110660553,0.13723435997962952,-0.018617596477270126,0.29825034737586975,0.10431299358606339,-0.025993581861257553,0.2895261347293854,0.07598310708999634,-0.031195320188999176,0.3053373396396637,0.21111683547496796,-0.015239110216498375,0.28330475091934204,0.17156977951526642,-0.02435189299285412,0.26945188641548157,0.1458708643913269,-0.02954607643187046,0.25893646478652954,0.1193157508969307,-0.03286699578166008,0
0.451839804649353,0.3422553539276123,2.8009458219457883e-07,0.4924952983856201,0.31877028942108154,-0.01407215278595686,0.5274955034255981,0.2767583429813385,-0.020243419334292412,0.5582534074783325,0.243860125541687,-0.026516782119870186,0.5823561549186707,0.2225133329629898,-0.03248710185289383,0.49051016569137573,0.20167282223701477,-0.0034183813259005547,0.5016916990280151,0.15427491068840027,-0.010770748369395733,0.5076612830162048,0.12474209070205688,-0.018160082399845123,0.5110956430435181,0.1001531332731247,-0.023873083293437958,0.4647732079029083,0.19127069413661957,-0.004846047144383192,0.46299606561660767,0.12916052341461182,-0.010599966160953045,0.46335047483444214,0.09402703493833542,-0.01675434783101082,0.4616735577583313,0.0666620284318924,-0.02119780145585537,0.44135138392448425,0.19443640112876892,-0.009080656804144382,0.4273794889450073,0.13861094415187836,-0.017216404899954796,0.41904446482658386,0.10403445363044739,-0.024138597771525383,0.41179874539375305,0.07390457391738892,-0.028617138043045998,0.4207422137260437,0.20888282358646393,-0.015006273984909058,0.40408262610435486,0.16440384089946747,-0.02316964603960514,0.39409178495407104,0.13613362610340118,-0.02715529315173626,0.38699960708618164,0.1078110784292221,-0.029563000425696373,0
0.5761255025863647,0.36528879404067993,2.0795708621790254e-07,0.6171532273292542,0.3571048676967621,-0.011916015297174454,0.6563587188720703,0.3300527334213257,-0.015470645390450954,0.6882877349853516,0.31081774830818176,-0.0196020919829607,0.7114225625991821,0.29870685935020447,-0.023950112983584404,0.6348981261253357,0.27341508865356445,-0.001561391749419272,0.6524230241775513,0.24115340411663055,-0.006870492361485958,0.6632485389709473,0.2218787968158722,-0.01304635964334011,0.6714063286781311,0.2049570381641388,-0.01807587407529354,0.6114739775657654,0.2601262032985687,-0.0024608259554952383,0.6189780235290527,0.2166631519794464,-0.006207921542227268,0.623940646648407,0.19270198047161102,-0.011858528479933739,0.626054584980011,0.17213568091392517,-0.016677075996994972,0.5889002084732056,0.2581680715084076,-0.005735494662076235,0.5849450826644897,0.21738401055335999,-0.010856552980840206,0.5832316279411316,0.19232647120952606,-0.015594212338328362,0.5825685262680054,0.16957993805408478,-0.019738664850592613,0.5670702457427979,0.26613643765449524,-0.010765725746750832,0.5554995536804199,0.23327337205410004,-0.016347700729966164,0.5479393601417542,0.2109900265932083,-0.018825672566890717,0.5428434014320374,0.18911975622177124,-0.020894313231110573,0
0.6467449069023132,0.28087297081947327,1.6280203851692931e-07,0.6838928461074829,0.27015194296836853,-0.008848032914102077,0.7146381735801697,0.24507872760295868,-0.012441524304449558,0.7403966784477234,0.22462207078933716,-0.016968728974461555,0.760673999786377,0.21210657060146332,-0.021846570074558258,0.6854918003082275,0.18994511663913727,7.487449238396948e-06,0.6954593658447266,0.16161493957042694,-0.005550243891775608,0.7026169896125793,0.14141297340393066,-0.011207561008632183,0.707865834236145,0.12484434247016907,-0.015638288110494614,0.6640335321426392,0.1772894710302353,-0.002229297999292612,0.6639885306358337,0.13236403465270996,-0.00622161291539669,0.6654512882232666,0.10835537314414978,-0.009860603138804436,0.6660673022270203,0.08766152709722519,-0.012795870192348957,0.6449690461158752,0.17463679611682892,-0.006769651547074318,0.6360802054405212,0.1317552924156189,-0.013316702097654343,0.6306952238082886,0.10536765307188034,-0.017599839717149734,0.6263715028762817,0.08156505227088928,-0.020460378378629684,0.6280081868171692,0.1812332421541214,-0.01262504793703556,0.6162124276161194,0.14513395726680756,-0.01944833993911743,0.6087682247161865,0.12125932425260544,-0.02221807651221752,0.6034631729125977,0.0981229841709137,-0.024092843756079674,0
0.7550809979438782,0.3105146884918213,2.0262515931790404e-07,0.7909739017486572,0.3000135123729706,-0.0028299579862505198,0.8180366158485413,0.2805432379245758,-0.0036132396198809147,0.8440635204315186,0.2652285695075989,-0.006920787040144205,0.8630043268203735,0.25528785586357117,-0.010072573088109493,0.7941901087760925,0.2253575176000595,0.016867976635694504,0.8034970164299011,0.20103707909584045,0.018673965707421303,0.8087561130523682,0.1846315562725067,0.017442863434553146,0.8118332624435425,0.1715095192193985,0.015918776392936707,0.7762938737869263,0.2111036479473114,0.012612721882760525,0.778419554233551,0.17099392414093018,0.015718838199973106,0.7799698114395142,0.14931707084178925,0.015454419888556004,0.7804412245750427,0.13050951063632965,0.015199833549559116,0.7602590322494507,0.20489151775836945,0.005697057582437992,0.7542264461517334,0.16431492567062378,0.005228027701377869,0.7515883445739746,0.13907918334007263,0.0032233174424618483,0.7484649419784546,0.11795841157436371,0.001923678326420486,0.7459716796875,0.20591987669467926,-0.0024212952703237534,0.7396886348724365,0.17033401131629944,-0.0039501492865383625,0.7355989813804626,0.14639177918434143,-0.00451394310221076,0.7327370643615723,0.12598848342895508,-0.004818306770175695,0
0.6076217889785767,0.3864971399307251,1.677859131632431e-07,0.6431390047073364,0.3769407272338867,-0.00781293585896492,0.6722688674926758,0.3534368574619293,-0.00995557475835085,0.6986724138259888,0.3344535529613495,-0.013186559081077576,0.7187315225601196,0.3231975734233856,-0.016533730551600456,0.6497616171836853,0.29106655716896057,0.005781250074505806,0.6621471047401428,0.2609115540981293,0.0038314517587423325,0.6690704822540283,0.24182437360286713,-0.00015121465548872948,0.6733123660087585,0.22596612572669983,-0.0038181007839739323,0.6300445795059204,0.2770742177963257,0.003677976317703724,0.6328532695770264,0.23217783868312836,0.0030983721371740103,0.6349720358848572,0.20882324874401093,-2.9515669666579925e-05,0.6352880001068115,0.18913760781288147,-0.0028318327385932207,0.611185610294342,0.2733044922351837,-0.0007757872808724642,0.6052281260490417,0.2292424440383911,-0.004009208641946316,0.6019324660301208,0.20354750752449036,-0.008231553249061108,0.598760187625885,0.18105928599834442,-0.011453937739133835,0.5937809944152832,0.27879050374031067,-0.006537604611366987,0.5846246480941772,0.24273815751075745,-0.0106511814519763,0.5789426565170288,0.2200394719839096,-0.01283060573041439,0.5748858451843262,0.1988912969827652,-0.014392884448170662,0
0.5218319892883301,0.5160853266716003,2.8056510359419917e-07,0.5605255961418152,0.5034443140029907,-0.015103382058441639,0.5951917767524719,0.47177156805992126,-0.02230851538479328,0.6271979212760925,0.44890984892845154,-0.029493018984794617,0.6520956754684448,0.4355679154396057,-0.036797214299440384,0.5752416849136353,0.3858634829521179,-0.008742253296077251,0.5932371020317078,0.3404732942581177,-0.018945513293147087,0.6030234098434448,0.3131459653377533,-0.02893638052046299,0.610572338104248,0.2886989414691925,-0.036668818444013596,0.5517109632492065,0.3712168335914612,-0.010727549903094769,0.5590301156044006,0.30953383445739746,-0.019492100924253464,0.5648837685585022,0.2749595642089844,-0.028349649161100388,0.5683876872062683,0.24763812124729156,-0.03487840294837952,0.5284875631332397,0.3718607425689697,-0.01519330870360136,0.5242637395858765,0.31414419412612915,-0.025312500074505806,0.522264301776886,0.2789883017539978,-0.03356340900063515,0.5212881565093994,0.2479080706834793,-0.03905976936221123,0.5062618255615234,0.38488614559173584,-0.021349024027585983,0.49743103981018066,0.33888253569602966,-0.031339507550001144,0.49243855476379395,0.3093176484107971,-0.03637492656707764,0.48994702100753784,0.2800600826740265,-0.03949788957834244,0
0.39728426933288574,0.5174393653869629,3.345859056480549e-07,0.4352293908596039,0.49389082193374634,-0.01936556212604046,0.473619669675827,0.44977065920829773,-0.027707843109965324,0.5081399083137512,0.417236864566803,-0.034900784492492676,0.5357107520103455,0.3982967734336853,-0.04190972447395325,0.44861966371536255,0.37393271923065186,-0.01474246196448803,0.4661138951778412,0.32330235838890076,-0.026427416130900383,0.4749434292316437,0.29166650772094727,-0.0365171879529953,0.4815415143966675,0.2634561359882355,-0.04437992721796036,0.42093050479888916,0.36236655712127686,-0.015430874191224575,0.42420494556427,0.29865139722824097,-0.02562139928340912,0.42718440294265747,0.2618228793144226,-0.035268332809209824,0.42864882946014404,0.23077766597270966,-0.042502012103796005,0.3951023519039154,0.36707305908203125,-0.018803736194968224,0.38546425104141235,0.3095530569553375,-0.030093561857938766,0.3804035484790802,0.2748218774795532,-0.03883003070950508,0.3776939809322357,0.24400433897972107,-0.04491204395890236,0.3717283308506012,0.385236918926239,-0.02427678182721138,0.35709232091903687,0.3443431556224823,-0.0348566509783268,0.3485897481441498,0.3175787031650543,-0.040427472442388535,0.3435572683811188,0.2900397479534149,-0.044037312269210815,0
0.2812914252281189,0.5457326173782349,3.5319280300427636e-07,0.3180775046348572,0.5150284767150879,-0.017469409853219986,0.35126134753227234,0.4696946144104004,-0.025568848475813866,0.380133718252182,0.4321213960647583,-0.03322487697005272,0.4019022285938263,0.4036887288093567,-0.04082811251282692,0.32201123237609863,0.40209898352622986,-0.0121785718947649,0.3353261947631836,0.3471381664276123,-0.02327023446559906,0.3425278663635254,0.31488898396492004,-0.03285076841711998,0.34721192717552185,0.28653398156166077,-0.03990619629621506,0.2935035228729248,0.39506959915161133,-0.013258947990834713,0.29448091983795166,0.33224189281463623,-0.022666817530989647,0.2944185733795166,0.2950391471385956,-0.03220539167523384,0.2923596501350403,0.2659338116645813,-0.03926309943199158,0.2670319378376007,0.4035249352455139,-0.016966531053185463,0.2543141841888428,0.3494581878185272,-0.027517491951584816,0.24567683041095734,0.3153345584869385,-0.03655223548412323,0.2389080673456192,0.28721314668655396,-0.04289193078875542,0.24331337213516235,0.4235115349292755,-0.022505896165966988,0.22554022073745728,0.38515254855155945,-0.032684292644262314,0.21399500966072083,0.35977986454963684,-0.03832261264324188,0.20499911904335022,0.33488720655441284,-0.04191088676452637,0
0.16727083921432495,0.5563392639160156,3.1614203521712625e-07,0.2011823058128357,0.5192496180534363,-0.015217604115605354,0.22695867717266083,0.4665674567222595,-0.021867994219064713,0.24566376209259033,0.42143166065216064,-0.027680043131113052,0.2604689300060272,0.38890326023101807,-0.03371399641036987,0.19526411592960358,0.41337811946868896,-0.014693168923258781,0.20595446228981018,0.35840174555778503,-0.025821438059210777,0.20982725918293,0.32543450593948364,-0.034535594284534454,0.21141302585601807,0.29672640562057495,-0.040957123041152954,0.1674562394618988,0.4117378294467926,-0.01596510037779808,0.16549502313137054,0.35150811076164246,-0.02540626935660839,0.16191250085830688,0.3163703382015228,-0.03399055451154709,0.15678724646568298,0.28896111249923706,-0.040257617831230164,0.1435321867465973,0.42469167709350586,-0.019078928977251053,0.1283893883228302,0.3762644827365875,-0.029726414009928703,0.1181822419166565,0.34573569893836975,-0.037662211805582047,0.10983798652887344,0.320773184299469,-0.043273888528347015,0.12344880402088165,0.4495144486427307,-0.02357180044054985,0.10212919861078262,0.4189085364341736,-0.03454303368926048,0.0885174572467804,0.39780691266059875,-0.03972276300191879,0.07762747257947922,0.3772178888320923,-0.04267900437116623,0
